Country,Status,Note,iso_code,date
San Marino,Closed due to COVID-19,,SMR,03/14/2020
Somalia,Fully open,,SOM,03/14/2020
Serbia,Fully open,,SRB,03/14/2020
South Sudan,Fully open,,SSD,03/14/2020
São Tomé and Príncipe,Fully open,,STP,03/14/2020
Suriname,Fully open,,SUR,03/14/2020
Slovakia,Partially open,,SVK,03/14/2020
Slovenia,Fully open,,SVN,03/14/2020
Sweden,Fully open,,SWE,03/14/2020
Eswatini,Fully open,,SWZ,03/14/2020
Sint Marteen,Fully open,,SXM,03/14/2020
Seychelles,Fully open,,SYC,03/14/2020
Syrian Arab Republic,Fully open,,SYR,03/14/2020
Turks and Caicos Island,Fully open,,TCA,03/14/2020
Chad,Fully open,,TCD,03/14/2020
Togo,Fully open,,TGO,03/14/2020
Thailand,Fully open,,THA,03/14/2020
Tajikistan,Fully open,,TJK,03/14/2020
Tokelau,Fully open,,TKL,03/14/2020
Turkmenistan,Fully open,,TKM,03/14/2020
Timor-Leste,Fully open,,TLS,03/14/2020
Tonga,Fully open,,TON,03/14/2020
Trinidad and Tobago,Closed due to COVID-19,,TTO,03/14/2020
Tunisia,Fully open,,TUN,03/14/2020
Turkey,Fully open,,TUR,03/14/2020
Tuvalu,Fully open,,TUV,03/14/2020
United Republic of Tanzania,Fully open,,TZA,03/14/2020
Uganda,Fully open,,UGA,03/14/2020
Ukraine,Closed due to COVID-19,,UKR,03/14/2020
Uruguay,Fully open,,URY,03/14/2020
United States of America,Academic break,,USA,03/14/2020
Uzbekistan,Fully open,,UZB,03/14/2020
Saint Vincent and the Grenadines,Fully open,,VCT,03/14/2020
Venezuela,Fully open,,VEN,03/14/2020
British Virgin Islands,Fully open,,VGB,03/14/2020
Viet Nam,Partially open,,VNM,03/14/2020
Vanuatu,Fully open,,VUT,03/14/2020
Samoa,Fully open,,WSM,03/14/2020
Yemen,Fully open,,YEM,03/14/2020
South Africa,Fully open,,ZAF,03/14/2020
Zambia,Fully open,,ZMB,03/14/2020
Zimbabwe,Fully open,,ZWE,03/14/2020
Aruba,Fully open,,ABW,03/15/2020
Afghanistan,Closed due to COVID-19,,AFG,03/15/2020
Angola,Fully open,,AGO,03/15/2020
Anguilla,Closed due to COVID-19,,AIA,03/15/2020
Albania,Closed due to COVID-19,,ALB,03/15/2020
Andorra,Fully open,,AND,03/15/2020
United Arab Emirates,Closed due to COVID-19,,ARE,03/15/2020
Argentina ,Fully open,,ARG,03/15/2020
Armenia,Academic break,,ARM,03/15/2020
Antigua and Barbuda,Closed due to COVID-19,,ATG,03/15/2020
Australia,Fully open,,AUS,03/15/2020
Austria,Fully open,,AUT,03/15/2020
Azerbaijan,Closed due to COVID-19,,AZE,03/15/2020
Burundi,Fully open,,BDI,03/15/2020
Belgium,Closed due to COVID-19,,BEL,03/15/2020
Benin,Fully open,,BEN,03/15/2020
Burkina Faso ,Fully open,,BFA,03/15/2020
Bangladesh,Fully open,,BGD,03/15/2020
Bulgaria,Fully open,,BGR,03/15/2020
Bahrain,Closed due to COVID-19,,BHR,03/15/2020
Bahamas,Fully open,,BHS,03/15/2020
Bosnia and Herzegovina,Closed due to COVID-19,,BIH,03/15/2020
Belarus,Fully open,,BLR,03/15/2020
Belize,Fully open,,BLZ,03/15/2020
Bermuda,Fully open,,BMU,03/15/2020
Bolivia (Plurinational State of),Closed due to COVID-19,,BOL,03/15/2020
Brazil,Partially open,,BRA,03/15/2020
Barbados,Fully open,,BRB,03/15/2020
Brunei Darussalam,Fully open,,BRN,03/15/2020
Bhutan,Partially open,,BTN,03/15/2020
Botswana,Fully open,,BWA,03/15/2020
Central African republic ,Fully open,,CAF,03/15/2020
Canada,Academic break,,CAN,03/15/2020
Switzerland,Partially open,,CHE,03/15/2020
Chile,Fully open,,CHL,03/15/2020
China,Closed due to COVID-19,,CHN,03/15/2020
Cote d'Ivoire,Fully open,,CIV,03/15/2020
Cameroon,Fully open,,CMR,03/15/2020
Democratic Republic of the Congo,Fully open,,COD,03/15/2020
Congo,Fully open,,COG,03/15/2020
Cook Islands,Fully open,,COK,03/15/2020
Colombia,Fully open,,COL,03/15/2020
Comoros,Fully open,,COM,03/15/2020
Cabo Verde,Fully open,,CPV,03/15/2020
Costa Rica,Fully open,,CRI,03/15/2020
Cuba,Fully open,,CUB,03/15/2020
Curaçao,Fully open,,CUW,03/15/2020
Cayman Islands,Closed due to COVID-19,,CYM,03/15/2020
Cyprus,Closed due to COVID-19,,CYP,03/15/2020
Czechia,Closed due to COVID-19,,CZE,03/15/2020
Germany,Partially open,,DEU,03/15/2020
Djibouti,Fully open,,DJI,03/15/2020
Dominica,Fully open,,DMA,03/15/2020
Denmark,Fully open,,DNK,03/15/2020
Dominican Republic,Fully open,,DOM,03/15/2020
Algeria,Closed due to COVID-19,,DZA,03/15/2020
Ecuador,Closed due to COVID-19,,ECU,03/15/2020
Egypt,Fully open,,EGY,03/15/2020
Eritrea,Fully open,,ERI,03/15/2020
Spain,Partially open,,ESP,03/15/2020
Estonia,Fully open,,EST,03/15/2020
Ethiopia,Academic break,,ETH,03/15/2020
Finland,Fully open,,FIN,03/15/2020
Fiji,Fully open,,FJI,03/15/2020
France,Partially open,,FRA,03/15/2020
Faroe Islands,Fully open,,FRO,03/15/2020
Micronesia (Federated States of),Fully open,,FSM,03/15/2020
Gabon,Fully open,,GAB,03/15/2020
United Kingdom of Great Britain and Northern Ireland,Partially open,,GBR,03/15/2020
Georgia,Academic break,,GEO,03/15/2020
Ghana,Fully open,,GHA,03/15/2020
Gibraltar,Fully open,,GIB,03/15/2020
Guinea,Fully open,,GIN,03/15/2020
Gambia,Fully open,,GMB,03/15/2020
Guinea-Bissau,Fully open,,GNB,03/15/2020
Equatorial Guinea ,Closed due to COVID-19,,GNQ,03/15/2020
Greece,Closed due to COVID-19,,GRC,03/15/2020
Grenada,Fully open,,GRD,03/15/2020
Greenland,Fully open,,GRL,03/15/2020
Guatemala,Fully open,,GTM,03/15/2020
Guyana,Fully open,,GUY,03/15/2020
Honduras,Closed due to COVID-19,,HND,03/15/2020
Croatia,Fully open,,HRV,03/15/2020
Haiti,Fully open,,HTI,03/15/2020
Hungary,Partially open,,HUN,03/15/2020
Indonesia,Fully open,,IDN,03/15/2020
India,Partially open,,IND,03/15/2020
Ireland,Closed due to COVID-19,,IRL,03/15/2020
Iran (Islamic Republic of),Closed due to COVID-19,,IRN,03/15/2020
Iraq,Closed due to COVID-19,,IRQ,03/15/2020
Iceland,Fully open,,ISL,03/15/2020
Israel,Closed due to COVID-19,,ISR,03/15/2020
Italy,Closed due to COVID-19,,ITA,03/15/2020
Jamaica,Closed due to COVID-19,,JAM,03/15/2020
Jordan,Closed due to COVID-19,,JOR,03/15/2020
Japan,Closed due to COVID-19,,JPN,03/15/2020
Kazakhstan,Fully open,,KAZ,03/15/2020
Kenya,Fully open,,KEN,03/15/2020
Kyrgyzstan ,Fully open,,KGZ,03/15/2020
Cambodia,Partially open,,KHM,03/15/2020
Kiribati,Fully open,,KIR,03/15/2020
Saint Kitts and Nevis,Fully open,,KNA,03/15/2020
Republic of Korea,Closed due to COVID-19,,KOR,03/15/2020
Kuwait,Closed due to COVID-19,,KWT,03/15/2020
Lao PDR,Fully open,,LAO,03/15/2020
Lebanon,Closed due to COVID-19,,LBN,03/15/2020
Liberia,Fully open,,LBR,03/15/2020
Libya,Fully open,,LBY,03/15/2020
Saint Lucia,Fully open,,LCA,03/15/2020
Liechtenstein,Fully open,,LIE,03/15/2020
Sri Lanka,Closed due to COVID-19,,LKA,03/15/2020
Lesotho,Fully open,,LSO,03/15/2020
Lithuania,Fully open,,LTU,03/15/2020
Luxembourg,Fully open,,LUX,03/15/2020
Latvia,Closed due to COVID-19,,LVA,03/15/2020
Morocco,Fully open,,MAR,03/15/2020
Monaco,Fully open,,MCO,03/15/2020
Republic of Moldova,Closed due to COVID-19,,MDA,03/15/2020
Madagascar,Fully open,,MDG,03/15/2020
Maldives,Closed due to COVID-19,,MDV,03/15/2020
Mexico,Fully open,,MEX,03/15/2020
Marshall Islands,Fully open,,MHL,03/15/2020
North Macedonia,Closed due to COVID-19,,MKD,03/15/2020
Mali,Fully open,,MLI,03/15/2020
Malta,Closed due to COVID-19,,MLT,03/15/2020
Myanmar,Fully open,,MMR,03/15/2020
Montenegro ,Fully open,,MNE,03/15/2020
Mongolia,Closed due to COVID-19,,MNG,03/15/2020
Mozambique,Fully open,,MOZ,03/15/2020
Mauritania,Fully open,,MRT,03/15/2020
Montserrat,Fully open,,MSR,03/15/2020
Mauritius,Closed due to COVID-19,,MUS,03/15/2020
Malawi ,Fully open,,MWI,03/15/2020
Malaysia,Fully open,,MYS,03/15/2020
Namibia  ,Fully open,,NAM,03/15/2020
Niger,Fully open,,NER,03/15/2020
Nigeria,Fully open,,NGA,03/15/2020
Nicaragua,Fully open,,NIC,03/15/2020
Niue,Fully open,,NIU,03/15/2020
Netherlands,Fully open,,NLD,03/15/2020
Norway,Closed due to COVID-19,,NOR,03/15/2020
Nepal,Fully open,,NPL,03/15/2020
Nauru,Fully open,,NRU,03/15/2020
New Zealand,Fully open,,NZL,03/15/2020
Oman,Closed due to COVID-19,,OMN,03/15/2020
Pakistan,Closed due to COVID-19,,PAK,03/15/2020
Panama,Closed due to COVID-19,,PAN,03/15/2020
Peru,Fully open,,PER,03/15/2020
Philippines,Partially open,,PHL,03/15/2020
Palau,Fully open,,PLW,03/15/2020
Papua New Guinea,Fully open,,PNG,03/15/2020
Poland,Fully open,,POL,03/15/2020
Democratic People's Republic of Korea,Closed due to COVID-19,,PRK,03/15/2020
Portugal,Partially open,,PRT,03/15/2020
Paraguay ,Closed due to COVID-19,,PRY,03/15/2020
Palestine,Partially open,,PSE,03/15/2020
Qatar,Closed due to COVID-19,,QAT,03/15/2020
Romania,Closed due to COVID-19,,ROU,03/15/2020
Russian Federation,Partially open,,RUS,03/15/2020
Rwanda ,Fully open,,RWA,03/15/2020
Saudi Arabia,Closed due to COVID-19,,SAU,03/15/2020
Sudan,Fully open,,SDN,03/15/2020
Senegal,Fully open,,SEN,03/15/2020
Singapore,Fully open,,SGP,03/15/2020
Svalbard,Closed due to COVID-19,,SJM,03/15/2020
Solomon Islands,Fully open,,SLB,03/15/2020
Sierra Leone,Fully open,,SLE,03/15/2020
El Salvador,Closed due to COVID-19,,SLV,03/15/2020
San Marino,Closed due to COVID-19,,SMR,03/15/2020
Somalia,Fully open,,SOM,03/15/2020
Serbia,Fully open,,SRB,03/15/2020
South Sudan,Fully open,,SSD,03/15/2020
São Tomé and Príncipe,Fully open,,STP,03/15/2020
Suriname,Fully open,,SUR,03/15/2020
Slovakia,Partially open,,SVK,03/15/2020
Slovenia,Fully open,,SVN,03/15/2020
Sweden,Fully open,,SWE,03/15/2020
Eswatini,Fully open,,SWZ,03/15/2020
Sint Marteen,Fully open,,SXM,03/15/2020
Seychelles,Fully open,,SYC,03/15/2020
Syrian Arab Republic,Fully open,,SYR,03/15/2020
Turks and Caicos Island,Fully open,,TCA,03/15/2020
Chad,Fully open,,TCD,03/15/2020
Togo,Fully open,,TGO,03/15/2020
Thailand,Fully open,,THA,03/15/2020
Tajikistan,Fully open,,TJK,03/15/2020
Tokelau,Fully open,,TKL,03/15/2020
Turkmenistan,Fully open,,TKM,03/15/2020
Timor-Leste,Fully open,,TLS,03/15/2020
Tonga,Fully open,,TON,03/15/2020
Trinidad and Tobago,Closed due to COVID-19,,TTO,03/15/2020
Tunisia,Fully open,,TUN,03/15/2020
Turkey,Fully open,,TUR,03/15/2020
Tuvalu,Fully open,,TUV,03/15/2020
United Republic of Tanzania,Fully open,,TZA,03/15/2020
Uganda,Fully open,,UGA,03/15/2020
Ukraine,Closed due to COVID-19,,UKR,03/15/2020
Uruguay,Fully open,,URY,03/15/2020
United States of America,Partially open,,USA,03/15/2020
Uzbekistan,Fully open,,UZB,03/15/2020
Saint Vincent and the Grenadines,Fully open,,VCT,03/15/2020
Venezuela,Fully open,,VEN,03/15/2020
British Virgin Islands,Fully open,,VGB,03/15/2020
Viet Nam,Partially open,,VNM,03/15/2020
Vanuatu,Fully open,,VUT,03/15/2020
Samoa,Fully open,,WSM,03/15/2020
Yemen,Partially open,,YEM,03/15/2020
South Africa,Fully open,,ZAF,03/15/2020
Zambia,Fully open,,ZMB,03/15/2020
Zimbabwe,Fully open,,ZWE,03/15/2020
Aruba,Closed due to COVID-19,,ABW,03/16/2020
Afghanistan,Closed due to COVID-19,,AFG,03/16/2020
Angola,Fully open,,AGO,03/16/2020
Anguilla,Closed due to COVID-19,,AIA,03/16/2020
Albania,Closed due to COVID-19,,ALB,03/16/2020
Andorra,Closed due to COVID-19,,AND,03/16/2020
United Arab Emirates,Closed due to COVID-19,,ARE,03/16/2020
Argentina ,Closed due to COVID-19,,ARG,03/16/2020
Armenia,Academic break,,ARM,03/16/2020
Antigua and Barbuda,Closed due to COVID-19,,ATG,03/16/2020
Australia,Fully open,,AUS,03/16/2020
Austria,Closed due to COVID-19,,AUT,03/16/2020
Azerbaijan,Closed due to COVID-19,,AZE,03/16/2020
Burundi,Fully open,,BDI,03/16/2020
Belgium,Closed due to COVID-19,,BEL,03/16/2020
Benin,Fully open,,BEN,03/16/2020
Burkina Faso ,Closed due to COVID-19,,BFA,03/16/2020
Bangladesh,Fully open,,BGD,03/16/2020
Bulgaria,Fully open,,BGR,03/16/2020
Bahrain,Closed due to COVID-19,,BHR,03/16/2020
Bahamas,Closed due to COVID-19,,BHS,03/16/2020
Bosnia and Herzegovina,Closed due to COVID-19,,BIH,03/16/2020
Belarus,Fully open,,BLR,03/16/2020
Belize,Fully open,,BLZ,03/16/2020
Bermuda,Fully open,,BMU,03/16/2020
Bolivia (Plurinational State of),Closed due to COVID-19,,BOL,03/16/2020
Brazil,Partially open,,BRA,03/16/2020
Barbados,Fully open,,BRB,03/16/2020
Brunei Darussalam,Academic break,,BRN,03/16/2020
Bhutan,Partially open,,BTN,03/16/2020
Botswana,Fully open,,BWA,03/16/2020
Central African republic ,Fully open,,CAF,03/16/2020
Canada,Academic break,,CAN,03/16/2020
Switzerland,Closed due to COVID-19,,CHE,03/16/2020
Chile,Closed due to COVID-19,,CHL,03/16/2020
China,Closed due to COVID-19,,CHN,03/16/2020
Cote d'Ivoire,Fully open,,CIV,03/16/2020
Cameroon,Fully open,,CMR,03/16/2020
Democratic Republic of the Congo,Fully open,,COD,03/16/2020
Congo,Fully open,,COG,03/16/2020
Cook Islands,Fully open,,COK,03/16/2020
Colombia,Closed due to COVID-19,,COL,03/16/2020
Comoros,Fully open,,COM,03/16/2020
Cabo Verde,Fully open,,CPV,03/16/2020
Costa Rica,Fully open,,CRI,03/16/2020
Cuba,Fully open,,CUB,03/16/2020
Curaçao,Fully open,,CUW,03/16/2020
Cayman Islands,Closed due to COVID-19,,CYM,03/16/2020
Cyprus,Closed due to COVID-19,,CYP,03/16/2020
Czechia,Closed due to COVID-19,,CZE,03/16/2020
Germany,Partially open,,DEU,03/16/2020
Djibouti,Fully open,,DJI,03/16/2020
Dominica,Fully open,,DMA,03/16/2020
Denmark,Closed due to COVID-19,,DNK,03/16/2020
Dominican Republic,Fully open,,DOM,03/16/2020
Algeria,Closed due to COVID-19,,DZA,03/16/2020
Ecuador,Closed due to COVID-19,,ECU,03/16/2020
Egypt,Closed due to COVID-19,,EGY,03/16/2020
Eritrea,Fully open,,ERI,03/16/2020
Spain,Closed due to COVID-19,,ESP,03/16/2020
Estonia,Closed due to COVID-19,,EST,03/16/2020
Ethiopia,Academic break,,ETH,03/16/2020
Finland,Fully open,,FIN,03/16/2020
Fiji,Fully open,,FJI,03/16/2020
France,Closed due to COVID-19,,FRA,03/16/2020
Faroe Islands,Closed due to COVID-19,,FRO,03/16/2020
Micronesia (Federated States of),Closed due to COVID-19,,FSM,03/16/2020
Gabon,Closed due to COVID-19,,GAB,03/16/2020
United Kingdom of Great Britain and Northern Ireland,Partially open,,GBR,03/16/2020
Georgia,Academic break,,GEO,03/16/2020
Ghana,Closed due to COVID-19,,GHA,03/16/2020
Gibraltar,Closed due to COVID-19,,GIB,03/16/2020
Guinea,Fully open,,GIN,03/16/2020
Gambia,Fully open,,GMB,03/16/2020
Guinea-Bissau,Fully open,,GNB,03/16/2020
Equatorial Guinea ,Closed due to COVID-19,,GNQ,03/16/2020
Greece,Closed due to COVID-19,,GRC,03/16/2020
Grenada,Closed due to COVID-19,,GRD,03/16/2020
Greenland,Fully open,,GRL,03/16/2020
Guatemala,Closed due to COVID-19,,GTM,03/16/2020
Guyana,Closed due to COVID-19,,GUY,03/16/2020
Honduras,Closed due to COVID-19,,HND,03/16/2020
Croatia,Closed due to COVID-19,,HRV,03/16/2020
Haiti,Fully open,,HTI,03/16/2020
Hungary,Closed due to COVID-19,,HUN,03/16/2020
Indonesia,Partially open,,IDN,03/16/2020
India,Partially open,,IND,03/16/2020
Ireland,Closed due to COVID-19,,IRL,03/16/2020
Iran (Islamic Republic of),Closed due to COVID-19,,IRN,03/16/2020
Iraq,Closed due to COVID-19,,IRQ,03/16/2020
Iceland,Partially open,,ISL,03/16/2020
Israel,Closed due to COVID-19,,ISR,03/16/2020
Italy,Closed due to COVID-19,,ITA,03/16/2020
Jamaica,Closed due to COVID-19,,JAM,03/16/2020
Jordan,Closed due to COVID-19,,JOR,03/16/2020
Japan,Closed due to COVID-19,,JPN,03/16/2020
Kazakhstan,Closed due to COVID-19,,KAZ,03/16/2020
Kenya,Closed due to COVID-19,,KEN,03/16/2020
Kyrgyzstan ,Closed due to COVID-19,,KGZ,03/16/2020
Cambodia,Closed due to COVID-19,,KHM,03/16/2020
Kiribati,Fully open,,KIR,03/16/2020
Saint Kitts and Nevis,Fully open,,KNA,03/16/2020
Republic of Korea,Closed due to COVID-19,,KOR,03/16/2020
Kuwait,Closed due to COVID-19,,KWT,03/16/2020
Lao PDR,Fully open,,LAO,03/16/2020
Lebanon,Closed due to COVID-19,,LBN,03/16/2020
Liberia,Closed due to COVID-19,,LBR,03/16/2020
Libya,Closed due to COVID-19,,LBY,03/16/2020
Saint Lucia,Closed due to COVID-19,,LCA,03/16/2020
Liechtenstein,Closed due to COVID-19,,LIE,03/16/2020
Sri Lanka,Closed due to COVID-19,,LKA,03/16/2020
Lesotho,Fully open,,LSO,03/16/2020
Lithuania,Closed due to COVID-19,,LTU,03/16/2020
Luxembourg,Closed due to COVID-19,,LUX,03/16/2020
Latvia,Closed due to COVID-19,,LVA,03/16/2020
Morocco,Closed due to COVID-19,,MAR,03/16/2020
Monaco,Closed due to COVID-19,,MCO,03/16/2020
Republic of Moldova,Closed due to COVID-19,,MDA,03/16/2020
Madagascar,Fully open,,MDG,03/16/2020
Maldives,Closed due to COVID-19,,MDV,03/16/2020
Mexico,Fully open,,MEX,03/16/2020
Marshall Islands,Fully open,,MHL,03/16/2020
North Macedonia,Closed due to COVID-19,,MKD,03/16/2020
Mali,Fully open,,MLI,03/16/2020
Malta,Closed due to COVID-19,,MLT,03/16/2020
Myanmar,Closed due to COVID-19,,MMR,03/16/2020
Montenegro ,Closed due to COVID-19,,MNE,03/16/2020
Mongolia,Closed due to COVID-19,,MNG,03/16/2020
Mozambique,Fully open,,MOZ,03/16/2020
Mauritania,Closed due to COVID-19,,MRT,03/16/2020
Montserrat,Closed due to COVID-19,,MSR,03/16/2020
Mauritius,Closed due to COVID-19,,MUS,03/16/2020
Malawi ,Fully open,,MWI,03/16/2020
Malaysia,Fully open,,MYS,03/16/2020
Namibia  ,Closed due to COVID-19,,NAM,03/16/2020
Niger,Fully open,,NER,03/16/2020
Nigeria,Fully open,,NGA,03/16/2020
Nicaragua,Fully open,,NIC,03/16/2020
Niue,Fully open,,NIU,03/16/2020
Netherlands,Closed due to COVID-19,,NLD,03/16/2020
Norway,Closed due to COVID-19,,NOR,03/16/2020
Nepal,Fully open,,NPL,03/16/2020
Nauru,Fully open,,NRU,03/16/2020
New Zealand,Fully open,,NZL,03/16/2020
Oman,Closed due to COVID-19,,OMN,03/16/2020
Pakistan,Closed due to COVID-19,,PAK,03/16/2020
Panama,Closed due to COVID-19,,PAN,03/16/2020
Peru,Closed due to COVID-19,,PER,03/16/2020
Philippines,Closed due to COVID-19,,PHL,03/16/2020
Palau,Fully open,,PLW,03/16/2020
Papua New Guinea,Fully open,,PNG,03/16/2020
Poland,Closed due to COVID-19,,POL,03/16/2020
Democratic People's Republic of Korea,Closed due to COVID-19,,PRK,03/16/2020
Portugal,Closed due to COVID-19,,PRT,03/16/2020
Paraguay ,Closed due to COVID-19,,PRY,03/16/2020
Palestine,Closed due to COVID-19,,PSE,03/16/2020
Qatar,Closed due to COVID-19,,QAT,03/16/2020
Romania,Closed due to COVID-19,,ROU,03/16/2020
Russian Federation,Partially open,,RUS,03/16/2020
Rwanda ,Closed due to COVID-19,,RWA,03/16/2020
Saudi Arabia,Closed due to COVID-19,,SAU,03/16/2020
Sudan,Closed due to COVID-19,,SDN,03/16/2020
Senegal,Closed due to COVID-19,,SEN,03/16/2020
Singapore,Fully open,,SGP,03/16/2020
Svalbard,Closed due to COVID-19,,SJM,03/16/2020
Solomon Islands,Fully open,,SLB,03/16/2020
Sierra Leone,Fully open,,SLE,03/16/2020
El Salvador,Closed due to COVID-19,,SLV,03/16/2020
San Marino,Closed due to COVID-19,,SMR,03/16/2020
Somalia,Fully open,,SOM,03/16/2020
Serbia,Closed due to COVID-19,,SRB,03/16/2020
South Sudan,Fully open,,SSD,03/16/2020
São Tomé and Príncipe,Fully open,,STP,03/16/2020
Suriname,Academic break,,SUR,03/16/2020
Slovakia,Closed due to COVID-19,,SVK,03/16/2020
Slovenia,Fully open,,SVN,03/16/2020
Sweden,Fully open,,SWE,03/16/2020
Eswatini,Fully open,,SWZ,03/16/2020
Sint Marteen,Fully open,,SXM,03/16/2020
Seychelles,Partially open,,SYC,03/16/2020
Syrian Arab Republic,Closed due to COVID-19,,SYR,03/16/2020
Turks and Caicos Island,Fully open,,TCA,03/16/2020
Chad,Fully open,,TCD,03/16/2020
Togo,Fully open,,TGO,03/16/2020
Thailand,Fully open,,THA,03/16/2020
Tajikistan,Fully open,,TJK,03/16/2020
Tokelau,Fully open,,TKL,03/16/2020
Turkmenistan,Fully open,,TKM,03/16/2020
Timor-Leste,Fully open,,TLS,03/16/2020
Tonga,Fully open,,TON,03/16/2020
Trinidad and Tobago,Closed due to COVID-19,,TTO,03/16/2020
Tunisia,Academic break,,TUN,03/16/2020
Turkey,Closed due to COVID-19,,TUR,03/16/2020
Tuvalu,Fully open,,TUV,03/16/2020
United Republic of Tanzania,Fully open,,TZA,03/16/2020
Uganda,Fully open,,UGA,03/16/2020
Ukraine,Closed due to COVID-19,,UKR,03/16/2020
Uruguay,Closed due to COVID-19,,URY,03/16/2020
United States of America,Partially open,,USA,03/16/2020
Uzbekistan,Closed due to COVID-19,,UZB,03/16/2020
Saint Vincent and the Grenadines,Fully open,,VCT,03/16/2020
Venezuela,Closed due to COVID-19,,VEN,03/16/2020
British Virgin Islands,Fully open,,VGB,03/16/2020
Viet Nam,Partially open,,VNM,03/16/2020
Vanuatu,Fully open,,VUT,03/16/2020
Samoa,Fully open,,WSM,03/16/2020
Yemen,Partially open,,YEM,03/16/2020
South Africa,Fully open,,ZAF,03/16/2020
Zambia,Fully open,,ZMB,03/16/2020
Zimbabwe,Fully open,,ZWE,03/16/2020
Aruba,Closed due to COVID-19,,ABW,03/17/2020
Afghanistan,Closed due to COVID-19,,AFG,03/17/2020
Angola,Fully open,,AGO,03/17/2020
Anguilla,Closed due to COVID-19,,AIA,03/17/2020
Albania,Closed due to COVID-19,,ALB,03/17/2020
Andorra,Closed due to COVID-19,,AND,03/17/2020
United Arab Emirates,Closed due to COVID-19,,ARE,03/17/2020
Argentina ,Closed due to COVID-19,,ARG,03/17/2020
Armenia,Academic break,,ARM,03/17/2020
Antigua and Barbuda,Closed due to COVID-19,,ATG,03/17/2020
Australia,Fully open,,AUS,03/17/2020
Austria,Closed due to COVID-19,,AUT,03/17/2020
Azerbaijan,Closed due to COVID-19,,AZE,03/17/2020
Burundi,Fully open,,BDI,03/17/2020
Belgium,Closed due to COVID-19,,BEL,03/17/2020
Benin,Fully open,,BEN,03/17/2020
Burkina Faso ,Closed due to COVID-19,,BFA,03/17/2020
Bangladesh,Closed due to COVID-19,,BGD,03/17/2020
Bulgaria,Fully open,,BGR,03/17/2020
Bahrain,Closed due to COVID-19,,BHR,03/17/2020
Bahamas,Closed due to COVID-19,,BHS,03/17/2020
Bosnia and Herzegovina,Closed due to COVID-19,,BIH,03/17/2020
Belarus,Fully open,,BLR,03/17/2020
Belize,Fully open,,BLZ,03/17/2020
Bermuda,Fully open,,BMU,03/17/2020
Bolivia (Plurinational State of),Closed due to COVID-19,,BOL,03/17/2020
Brazil,Partially open,,BRA,03/17/2020
Barbados,Fully open,,BRB,03/17/2020
Brunei Darussalam,Academic break,,BRN,03/17/2020
Bhutan,Partially open,,BTN,03/17/2020
Botswana,Fully open,,BWA,03/17/2020
Central African republic ,Fully open,,CAF,03/17/2020
Canada,Academic break,,CAN,03/17/2020
Switzerland,Closed due to COVID-19,,CHE,03/17/2020
Chile,Closed due to COVID-19,,CHL,03/17/2020
China,Closed due to COVID-19,,CHN,03/17/2020
Cote d'Ivoire,Closed due to COVID-19,,CIV,03/17/2020
Cameroon,Fully open,,CMR,03/17/2020
Democratic Republic of the Congo,Fully open,,COD,03/17/2020
Congo,Fully open,,COG,03/17/2020
Cook Islands,Fully open,,COK,03/17/2020
Colombia,Closed due to COVID-19,,COL,03/17/2020
Comoros,Fully open,,COM,03/17/2020
Cabo Verde,Fully open,,CPV,03/17/2020
Costa Rica,Closed due to COVID-19,,CRI,03/17/2020
Cuba,Fully open,,CUB,03/17/2020
Curaçao,Closed due to COVID-19,,CUW,03/17/2020
Cayman Islands,Closed due to COVID-19,,CYM,03/17/2020
Cyprus,Closed due to COVID-19,,CYP,03/17/2020
