location,iso_code,date,total_vaccinations_x,people_vaccinated_x,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,Country,Status,Note,total_vaccinations_y,people_vaccinated_y,total_deaths,total_cases,new_cases,new_deaths,population_density,gdp_per_capita,handwashing_facilities,diabetes_prevalence,hospital_beds_per_thousand,life_expectancy,human_development_index
Belarus,BLR,01/21/2021,,,,,403,,,,43.0,Belarus,Fully open,0,0.0,0.0,1619.0,232298.0,1804.0,9.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,01/22/2021,,,,,403,,,,43.0,Belarus,Fully open,0,0.0,0.0,1628.0,234111.0,1813.0,9.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,01/23/2021,,,,,403,,,,43.0,Belarus,Fully open,0,0.0,0.0,1639.0,235859.0,1748.0,11.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,01/24/2021,,,,,403,,,,43.0,Belarus,Fully open,0,0.0,0.0,1649.0,237611.0,1752.0,10.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,01/25/2021,,,,,403,,,,43.0,Belarus,Fully open,0,0.0,0.0,1658.0,238635.0,1024.0,9.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,01/26/2021,,,,,403,,,,43.0,Belarus,Fully open,0,0.0,0.0,1668.0,239482.0,847.0,10.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,01/27/2021,,,,,403,,,,43.0,Belarus,Fully open,0,0.0,0.0,1678.0,241133.0,1651.0,10.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,01/28/2021,,,,,403,,,,43.0,Belarus,Fully open,0,0.0,0.0,1688.0,242851.0,1718.0,10.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,01/29/2021,,,,,403,,,,43.0,Belarus,Fully open,0,0.0,0.0,1698.0,244718.0,1867.0,10.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,01/30/2021,,,,,403,,,,43.0,Belarus,Fully open,0,0.0,0.0,1708.0,246570.0,1852.0,10.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,01/31/2021,,,,,403,,,,43.0,Belarus,Fully open,0,0.0,0.0,1718.0,248336.0,1766.0,10.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,02/01/2021,,,,,403,,,,43.0,Belarus,Academic break,0,0.0,0.0,1728.0,249295.0,959.0,10.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,02/02/2021,,,,,403,,,,43.0,Belarus,Fully open,0,0.0,0.0,1737.0,249994.0,699.0,9.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,02/03/2021,,,,,403,,,,43.0,Belarus,Fully open,0,0.0,0.0,1746.0,251705.0,1711.0,9.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,02/04/2021,,,,,403,,,,43.0,,,,,,,,,,,,,,,,
Belarus,BLR,02/05/2021,,,,,403,,,,43.0,,,,,,,,,,,,,,,,
Belarus,BLR,02/06/2021,,,,,403,,,,43.0,,,,,,,,,,,,,,,,
Belarus,BLR,02/07/2021,,,,,403,,,,43.0,,,,,,,,,,,,,,,,
Belarus,BLR,02/08/2021,,,,,403,,,,43.0,,,,,,,,,,,,,,,,
Belarus,BLR,02/09/2021,,,,,403,,,,43.0,,,,,,,,,,,,,,,,
Belarus,BLR,02/10/2021,,,,,403,,,,43.0,,,,,,,,,,,,,,,,
Belarus,BLR,02/11/2021,,,,,403,,,,43.0,,,,,,,,,,,,,,,,
Belarus,BLR,02/12/2021,,,,,403,,,,43.0,,,,,,,,,,,,,,,,
Belarus,BLR,02/13/2021,,,,,403,,,,43.0,Belarus,Fully open,0,0.0,0.0,1840.0,267029.0,1745.0,10.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,02/14/2021,,,,,403,,,,43.0,Belarus,Fully open,0,0.0,0.0,1849.0,268687.0,1658.0,9.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,02/15/2021,,,,,403,,,,43.0,Belarus,Fully open,0,0.0,0.0,1858.0,269787.0,1100.0,9.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,02/16/2021,,,,,403,,,,43.0,Belarus,Fully open,0,0.0,0.0,1867.0,270921.0,1134.0,9.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,02/17/2021,,,,,403,,,,43.0,Belarus,Fully open,0,0.0,0.0,1876.0,272273.0,1352.0,9.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belarus,BLR,02/18/2021,20944,20944.0,,,403,0.22,0.22,,43.0,Belarus,Fully open,0,20944.0,20944.0,1885.0,273659.0,1386.0,9.0,46.858,17167.967,0.0,5.18,11.0,74.79,0.823
Belgium,BEL,12/28/2020,298,298.0,,,,0.0,0.0,,,Belgium,Academic break,0,298.0,298.0,19234.0,639734.0,857.0,34.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,12/29/2020,299,299.0,,1.0,1,0.0,0.0,,0.0,Belgium,Academic break,0,299.0,299.0,19361.0,641411.0,1677.0,127.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,12/30/2020,777,777.0,,478.0,240,0.01,0.01,,21.0,Belgium,Academic break,0,777.0,777.0,19441.0,644242.0,2831.0,80.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,12/31/2020,786,786.0,,9.0,163,0.01,0.01,,14.0,Belgium,Academic break,0,786.0,786.0,19528.0,646496.0,2254.0,87.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/01/2021,793,793.0,,7.0,124,0.01,0.01,,11.0,Belgium,Academic break,0,793.0,793.0,19581.0,648289.0,1793.0,53.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/02/2021,,,,,178,,,,15.0,Belgium,Fully open,0,0.0,0.0,19644.0,649169.0,880.0,63.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/03/2021,,,,,214,,,,18.0,Belgium,Fully open,0,0.0,0.0,19701.0,650011.0,842.0,57.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/04/2021,,,,,239,,,,21.0,,,,,,,,,,,,,,,,
Belgium,BEL,01/05/2021,2368,2368.0,,,296,0.02,0.02,,26.0,,,,,,,,,,,,,,,,
Belgium,BEL,01/06/2021,6234,6234.0,,3866.0,780,0.05,0.05,,67.0,,,,,,,,,,,,,,,,
Belgium,BEL,01/07/2021,14368,14368.0,,8134.0,1940,0.12,0.12,,167.0,,,,,,,,,,,,,,,,
Belgium,BEL,01/08/2021,23519,23519.0,,9151.0,3247,0.2,0.2,,280.0,,,,,,,,,,,,,,,,
Belgium,BEL,01/09/2021,26720,26720.0,,3201.0,3648,0.23,0.23,,315.0,,,,,,,,,,,,,,,,
Belgium,BEL,01/10/2021,27117,27117.0,,397.0,3648,0.23,0.23,,315.0,,,,,,,,,,,,,,,,
Belgium,BEL,01/11/2021,32566,32566.0,,5449.0,4370,0.28,0.28,,377.0,,,,,,,,,,,,,,,,
Belgium,BEL,01/12/2021,48087,48087.0,,15521.0,6531,0.41,0.41,,564.0,,,,,,,,,,,,,,,,
Belgium,BEL,01/13/2021,68992,68992.0,,20905.0,8965,0.6,0.6,,774.0,Belgium,Fully open,0,69340.0,69340.0,20250.0,670249.0,2927.0,56.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/14/2021,91772,91772.0,,22780.0,11058,0.79,0.79,,954.0,Belgium,Fully open,0,92258.0,92258.0,20294.0,672886.0,2637.0,44.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/15/2021,114761,114761.0,,22989.0,13035,0.99,0.99,,1125.0,Belgium,Fully open,0,115356.0,115356.0,20352.0,675089.0,2203.0,58.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/16/2021,119788,119788.0,,5027.0,13295,1.03,1.03,,1147.0,Belgium,Fully open,0,120488.0,120488.0,20396.0,677209.0,2120.0,44.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/17/2021,123076,123076.0,,3288.0,13708,1.06,1.06,,1183.0,Belgium,Fully open,0,123775.0,123775.0,20435.0,678839.0,1630.0,39.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/18/2021,133940,133831.0,109.0,10864.0,14482,1.16,1.15,0.0,1250.0,Belgium,Fully open,0,134752.0,134643.0,20472.0,679771.0,932.0,37.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/19/2021,153150,152860.0,290.0,19210.0,15009,1.32,1.32,0.0,1295.0,Belgium,Fully open,0,153974.0,153684.0,20554.0,681250.0,1479.0,82.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/20/2021,174099,173387.0,712.0,20949.0,15015,1.5,1.5,0.01,1296.0,Belgium,Fully open,0,175001.0,174288.0,20572.0,684256.0,3006.0,18.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/21/2021,203919,203207.0,712.0,29820.0,16021,1.76,1.75,0.01,1382.0,Belgium,Fully open,0,204834.0,204121.0,20620.0,686827.0,2571.0,48.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/22/2021,233019,232276.0,743.0,29100.0,16894,2.01,2.0,0.01,1458.0,Belgium,Fully open,0,234087.0,233343.0,20675.0,689271.0,2444.0,55.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/23/2021,241096,240346.0,750.0,8077.0,17330,2.08,2.07,0.01,1495.0,Belgium,Fully open,0,242281.0,241530.0,20726.0,691854.0,2583.0,51.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/24/2021,242972,242222.0,750.0,1876.0,17128,2.1,2.09,0.01,1478.0,Belgium,Fully open,0,244157.0,243406.0,20779.0,693666.0,1812.0,53.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/25/2021,254167,253417.0,750.0,11195.0,17175,2.19,2.19,0.01,1482.0,Belgium,Fully open,0,255393.0,254642.0,20814.0,694858.0,1192.0,35.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/26/2021,266403,264178.0,2225.0,12236.0,16179,2.3,2.28,0.02,1396.0,Belgium,Fully open,0,267796.0,265559.0,20879.0,696642.0,1784.0,65.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/27/2021,282496,277087.0,5409.0,16093.0,15485,2.44,2.39,0.05,1336.0,Belgium,Fully open,0,283909.0,278485.0,20933.0,699662.0,3020.0,54.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/28/2021,304548,292063.0,12485.0,22052.0,14376,2.63,2.52,0.11,1240.0,Belgium,Fully open,0,306199.0,293690.0,20982.0,702437.0,2775.0,49.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/29/2021,324378,303582.0,20796.0,19830.0,13051,2.8,2.62,0.18,1126.0,Belgium,Fully open,0,326197.0,305354.0,21018.0,705120.0,2683.0,36.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/30/2021,328820,305152.0,23668.0,4442.0,12532,2.84,2.63,0.2,1081.0,Belgium,Fully open,0,330653.0,306938.0,21066.0,707837.0,2717.0,48.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,01/31/2021,329713,305717.0,23996.0,893.0,12392,2.84,2.64,0.21,1069.0,Belgium,Fully open,0,331552.0,307509.0,21092.0,710153.0,2316.0,26.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,02/01/2021,337287,309600.0,27687.0,7574.0,11874,2.91,2.67,0.24,1025.0,Belgium,Academic break,0,339194.0,311422.0,21124.0,711417.0,1264.0,32.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,02/02/2021,359955,319271.0,40684.0,22668.0,13365,3.11,2.75,0.35,1153.0,Belgium,Fully open,0,362334.0,321255.0,21173.0,713271.0,1854.0,49.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,02/03/2021,388415,328575.0,59840.0,28460.0,15131,3.35,2.84,0.52,1306.0,Belgium,Fully open,0,391026.0,330598.0,21216.0,716395.0,3124.0,43.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,02/04/2021,420060,337436.0,82624.0,31645.0,16502,3.62,2.91,0.71,1424.0,,,,,,,,,,,,,,,,
Belgium,BEL,02/05/2021,449041,344835.0,104206.0,28981.0,17809,3.87,2.98,0.9,1537.0,,,,,,,,,,,,,,,,
Belgium,BEL,02/06/2021,455267,346048.0,109219.0,6226.0,18064,3.93,2.99,0.94,1559.0,,,,,,,,,,,,,,,,
Belgium,BEL,02/07/2021,458384,346347.0,112037.0,3117.0,18382,3.96,2.99,0.97,1586.0,,,,,,,,,,,,,,,,
Belgium,BEL,02/08/2021,467986,348575.0,119411.0,9602.0,18671,4.04,3.01,1.03,1611.0,,,,,,,,,,,,,,,,
Belgium,BEL,02/09/2021,494244,356024.0,138220.0,26258.0,19184,4.26,3.07,1.19,1655.0,,,,,,,,,,,,,,,,
Belgium,BEL,02/10/2021,518556,362470.0,156086.0,24312.0,18592,4.47,3.13,1.35,1604.0,,,,,,,,,,,,,,,,
Belgium,BEL,02/11/2021,552766,369812.0,182954.0,34210.0,18958,4.77,3.19,1.58,1636.0,,,,,,,,,,,,,,,,
Belgium,BEL,02/12/2021,585289,375869.0,209420.0,32523.0,19464,5.05,3.24,1.81,1679.0,,,,,,,,,,,,,,,,
Belgium,BEL,02/13/2021,593219,376404.0,216815.0,7930.0,19707,5.12,3.25,1.87,1700.0,Belgium,Fully open,0,599153.0,379098.0,21634.0,737115.0,1895.0,35.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,02/14/2021,595137,376477.0,218660.0,1918.0,19536,5.14,3.25,1.89,1686.0,Belgium,Fully open,0,601069.0,379171.0,21662.0,738631.0,1516.0,28.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,02/15/2021,608135,378238.0,229897.0,12998.0,20021,5.25,3.26,1.98,1727.0,Belgium,Fully open,0,614410.0,381164.0,21702.0,739488.0,857.0,40.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,02/16/2021,622240,382323.0,239917.0,14105.0,18285,5.37,3.3,2.07,1578.0,Belgium,Fully open,0,628817.0,385521.0,21750.0,741205.0,1717.0,48.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,02/17/2021,638528,387800.0,250728.0,16288.0,17139,5.51,3.35,2.16,1479.0,Belgium,Fully open,0,647910.0,392554.0,21793.0,743882.0,2677.0,43.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,02/18/2021,661853,397259.0,264594.0,23325.0,15584,5.71,3.43,2.28,1345.0,Belgium,Fully open,0,673881.0,403247.0,21821.0,746302.0,2420.0,28.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,02/19/2021,687879,412749.0,275130.0,26026.0,14656,5.94,3.56,2.37,1265.0,Belgium,Fully open,0,703076.0,420163.0,21859.0,749739.0,3437.0,38.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,02/20/2021,692340,416071.0,276269.0,4461.0,14160,5.97,3.59,2.38,1222.0,Belgium,Fully open,0,708235.0,423752.0,21887.0,752379.0,2640.0,28.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,02/21/2021,693782,417479.0,276303.0,1442.0,14092,5.99,3.6,2.38,1216.0,Belgium,Fully open,0,710287.0,425544.0,21903.0,754473.0,2094.0,16.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,02/22/2021,702656,424412.0,278244.0,8874.0,13503,6.06,3.66,2.4,1165.0,Belgium,Fully open,0,721963.0,434629.0,21923.0,755594.0,1121.0,20.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Belgium,BEL,02/23/2021,709568,428729.0,280839.0,6912.0,12475,6.12,3.7,2.42,1076.0,Belgium,Fully open,0,740405.0,445817.0,21956.0,757696.0,2102.0,33.0,375.564,42658.576,0.0,4.29,5.64,81.63,0.931
Bermuda,BMU,01/10/2021,0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
Bermuda,BMU,01/11/2021,,,,,278,,,,4464.0,,,,,,,,,,,,,,,,
Bermuda,BMU,01/12/2021,,,,,278,,,,4464.0,,,,,,,,,,,,,,,,
Bermuda,BMU,01/13/2021,,,,,278,,,,4464.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,01/14/2021,,,,,278,,,,4464.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,01/15/2021,,,,,278,,,,4464.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,01/16/2021,1665,1665.0,,,278,2.67,2.67,,4464.0,Bermuda,Fully open,0,1665.0,1665.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,01/17/2021,,,,,264,,,,4239.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,01/18/2021,,,,,250,,,,4015.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,01/19/2021,,,,,236,,,,3790.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,01/20/2021,,,,,222,,,,3565.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,01/21/2021,,,,,209,,,,3356.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,01/22/2021,,,,,195,,,,3131.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,01/23/2021,2932,2932.0,,,181,4.71,4.71,,2907.0,Bermuda,Fully open,0,2932.0,2932.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,01/24/2021,,,,,195,,,,3131.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,01/25/2021,,,,,209,,,,3356.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,01/26/2021,,,,,224,,,,3597.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,01/27/2021,,,,,238,,,,3822.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,01/28/2021,,,,,252,,,,4047.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,01/29/2021,,,,,266,,,,4272.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,01/30/2021,4897,4897.0,,,281,7.86,7.86,,4512.0,Bermuda,Fully open,0,4897.0,4897.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,01/31/2021,,,,,326,,,,5235.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,02/01/2021,,,,,372,,,,5974.0,Bermuda,Academic break,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,02/02/2021,,,,,417,,,,6696.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,02/03/2021,,,,,463,,,,7435.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,02/04/2021,,,,,509,,,,8174.0,,,,,,,,,,,,,,,,
Bermuda,BMU,02/05/2021,,,,,554,,,,8896.0,,,,,,,,,,,,,,,,
Bermuda,BMU,02/06/2021,9095,7504.0,1591.0,,600,14.61,12.05,2.55,9635.0,,,,,,,,,,,,,,,,
Bermuda,BMU,02/07/2021,,,,,557,,,,8944.0,,,,,,,,,,,,,,,,
Bermuda,BMU,02/08/2021,,,,,515,,,,8270.0,,,,,,,,,,,,,,,,
Bermuda,BMU,02/09/2021,10000,8400.0,1600.0,,472,16.06,13.49,2.57,7580.0,,,,,,,,,,,,,,,,
Bermuda,BMU,02/10/2021,,,,,461,,,,7403.0,,,,,,,,,,,,,,,,
Bermuda,BMU,02/11/2021,,,,,451,,,,7242.0,,,,,,,,,,,,,,,,
Bermuda,BMU,02/12/2021,,,,,440,,,,7066.0,,,,,,,,,,,,,,,,
Bermuda,BMU,02/13/2021,,,,,430,,,,6905.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,02/14/2021,,,,,462,,,,7419.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,02/15/2021,13155,,,,494,21.12,,,7933.0,Bermuda,Fully open,0,13155.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,02/16/2021,,,,,531,,,,8527.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,02/17/2021,,,,,536,,,,8607.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,02/18/2021,,,,,540,,,,8671.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,02/19/2021,,,,,545,,,,8752.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,02/20/2021,,,,,550,,,,8832.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,02/21/2021,,,,,555,,,,8912.0,Bermuda,Fully open,0,0.0,0.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bermuda,BMU,02/22/2021,17073,12304.0,4769.0,,560,27.42,19.76,7.66,8993.0,Bermuda,Fully open,0,17073.0,12304.0,0.0,0.0,0.0,0.0,1308.82,50669.315,0.0,13.0,0.0,82.59,0.0
Bolivia,BOL,01/28/2021,0,,,,,0.0,,,,Bolivia (Plurinational State of),Academic break,0,0.0,0.0,10226.0,210726.0,2652.0,59.0,10.202,6885.829,25.383,6.89,1.1,71.51,0.718
Bolivia,BOL,01/29/2021,12,,,12.0,12,0.0,,,1.0,Bolivia (Plurinational State of),Academic break,0,12.0,0.0,10279.0,213392.0,2666.0,53.0,10.202,6885.829,25.383,6.89,1.1,71.51,0.718
Bolivia,BOL,01/30/2021,39,,,27.0,20,0.0,,,2.0,Bolivia (Plurinational State of),Academic break,0,39.0,0.0,10330.0,215397.0,2005.0,51.0,10.202,6885.829,25.383,6.89,1.1,71.51,0.718
Bolivia,BOL,01/31/2021,67,,,28.0,22,0.0,,,2.0,Bolivia (Plurinational State of),Academic break,0,67.0,0.0,10379.0,216835.0,1438.0,49.0,10.202,6885.829,25.383,6.89,1.1,71.51,0.718
Bolivia,BOL,02/01/2021,570,,,503.0,142,0.0,,,12.0,Bolivia (Plurinational State of),Academic break,0,570.0,0.0,10439.0,218299.0,1464.0,60.0,10.202,6885.829,25.383,6.89,1.1,71.51,0.718
Bolivia,BOL,02/02/2021,1593,,,1023.0,319,0.01,,,27.0,Bolivia (Plurinational State of),Partially open,0,1593.0,0.0,10513.0,220426.0,2127.0,74.0,10.202,6885.829,25.383,6.89,1.1,71.51,0.718
Bolivia,BOL,02/03/2021,3560,,,1967.0,593,0.03,,,51.0,Bolivia (Plurinational State of),Partially open,0,3560.0,0.0,10571.0,222447.0,2021.0,58.0,10.202,6885.829,25.383,6.89,1.1,71.51,0.718
Bolivia,BOL,02/04/2021,,,,,627,,,,54.0,,,,,,,,,,,,,,,,
Bolivia,BOL,02/05/2021,,,,,743,,,,64.0,,,,,,,,,,,,,,,,
Bolivia,BOL,02/06/2021,,,,,857,,,,73.0,,,,,,,,,,,,,,,,
Bolivia,BOL,02/07/2021,,,,,971,,,,83.0,,,,,,,,,,,,,,,,
Bolivia,BOL,02/08/2021,,,,,1017,,,,87.0,,,,,,,,,,,,,,,,
Bolivia,BOL,02/09/2021,,,,,989,,,,85.0,,,,,,,,,,,,,,,,
Bolivia,BOL,02/10/2021,,,,,826,,,,71.0,,,,,,,,,,,,,,,,
Bolivia,BOL,02/11/2021,10167,,,,826,0.09,,,71.0,,,,,,,,,,,,,,,,
Brazil,BRA,01/16/2021,0,0.0,,,,0.0,0.0,,,Brazil,Academic break,0,0.0,0.0,209296.0,8455059.0,61567.0,1050.0,25.04,14103.452,0.0,8.11,2.2,75.88,0.765
Brazil,BRA,01/17/2021,112,112.0,,112.0,112,0.0,0.0,,1.0,Brazil,Academic break,0,112.0,112.0,209847.0,8488099.0,33040.0,551.0,25.04,14103.452,0.0,8.11,2.2,75.88,0.765
Brazil,BRA,01/18/2021,1109,1109.0,,997.0,554,0.0,0.0,,3.0,Brazil,Academic break,0,1109.0,1109.0,210299.0,8511770.0,23671.0,452.0,25.04,14103.452,0.0,8.11,2.2,75.88,0.765
Brazil,BRA,01/19/2021,11470,11470.0,,10361.0,3823,0.01,0.01,,18.0,Brazil,Academic break,0,11470.0,11470.0,211491.0,8573864.0,62094.0,1192.0,25.04,14103.452,0.0,8.11,2.2,75.88,0.765
